,Lat,Lon,Time.Range,Vessel.ID,Flag,Vessel.Name,Entry.Timestamp,Exit.Timestamp,Gear.Type,Vessel.Type,MMSI,IMO,CallSign,First.Transmission.Date,Last.Transmission.Date,Apparent.Fishing.Hours,vessel_record_id,shipname,n_shipname,n_callsign,imo,flag,first_timestamp,last_timestamp,geartype,length_m,tonnage_gt,engine_power_kw,is_fishing,is_carrier,is_bunker
2319,2.98,-90,2021-08-25,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.02,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2320,2.76,-89.4,2021-08-25,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.19,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2321,2.77,-89.08,2021-08-24,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.07,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2322,3.01,-89.8,2021-09-02,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.4,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2323,2.49,-88.54,2021-09-01,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.33,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2324,2.46,-88.39,2021-09-01,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,5.5,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2325,3.12,-90.13,2021-08-26,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.71,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2326,3.03,-89.76,2021-08-25,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.07,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2327,3.01,-89.47,2021-08-25,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.01,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2328,2.93,-89.42,2021-08-25,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.06,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2329,3.04,-89.26,2021-08-27,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,2.1,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2330,2.81,-89.4,2021-08-25,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.95,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2331,2.69,-88.74,2021-08-24,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.93,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2332,2.64,-88.67,2021-08-24,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.8,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2333,2.61,-88.64,2021-08-28,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.92,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2334,3.01,-89.88,2021-08-25,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.1,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2335,3.02,-89.52,2021-08-25,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.82,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2336,3.02,-89.26,2021-08-27,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.09,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2337,2.75,-89.4,2021-08-25,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.71,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2338,2.32,-88.46,2021-08-21,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.92,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2339,2.34,-88.48,2021-09-05,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.13,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2340,3.05,-89.66,2021-08-26,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.22,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2341,2.98,-89.43,2021-08-26,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.78,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2342,2.57,-88.65,2021-08-28,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.05,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2343,2.57,-88.62,2021-08-24,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.82,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2344,2.87,-89.51,2021-08-24,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.01,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2345,2.44,-88.74,2021-08-23,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.06,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2346,2.56,-88.53,2021-08-31,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,3.12,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2347,2.41,-88.36,2021-08-23,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.2,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2348,3.02,-89.8,2021-09-02,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.63,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2349,3.08,-90.04,2021-08-26,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.5,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2350,3.06,-90.02,2021-08-26,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,2.16,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2351,2.8,-89.4,2021-08-25,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.97,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2352,2.64,-88.63,2021-08-28,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.87,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2353,2.45,-88.63,2021-08-24,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.96,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2354,2.26,-88.57,2021-09-05,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.1,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2355,3.11,-90.14,2021-08-26,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.48,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2356,2.99,-90,2021-08-25,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.01,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2357,2.91,-89.55,2021-08-20,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.65,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2358,2.62,-88.68,2021-08-27,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.58,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2359,2.5,-88.66,2021-08-27,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.93,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2360,2.43,-88.72,2021-08-23,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.18,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2361,3,-89.62,2021-09-02,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.15,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2362,3.12,-90.06,2021-08-26,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.35,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2363,2.6,-88.64,2021-08-28,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.12,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2364,2.42,-88.63,2021-08-24,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.04,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2365,3.02,-90,2021-08-26,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.16,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2366,3.04,-90.02,2021-08-26,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.82,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2367,2.75,-88.86,2021-08-24,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.22,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2368,2.38,-88.69,2021-08-23,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.38,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2369,2.45,-88.39,2021-09-01,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.77,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2370,3.04,-89.59,2021-08-26,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.98,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2371,2.83,-89.4,2021-08-24,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,0.98,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2372,2.39,-88.42,2021-08-23,3f979bc38-8c71-2ac0-d8d8-be0b5984383e,ECU,MARIA ISABEL,2021-08-19 21:00:00,2021-09-05 21:00:00,tuna_purse_seines,Fishing,735057736,7113832,HC2533,2021-05-14 17:31:20,2023-08-12 11:13:32,1.03,IATTC-1513|IMO-7113832,MARIAISABEL,MARIAISABEL,HC2533,7113832,ECU,2021-05-14 22:16:11 UTC,2022-06-30 18:37:12 UTC,purse_seines,39.1,339.3,699.4,true,false,false
2373,3.21,-90.05,2021-09-27,2046ec826-6d0d-5f64-0574-1a0c31003089,ECU,GENMARY,2021-09-24 02:00:00,2021-09-28 22:00:00,drifting_longlines,Fishing,735058244,NA,HC4329,2021-06-12 17:53:47,2023-08-13 23:48:51,1.94,IATTC-17059|ECU-P-04-00640,GENMARY,GENMARY,HC4329,NA,ECU,2021-06-12 17:53:29 UTC,2022-06-30 16:25:25 UTC,drifting_longlines,23.5,149.8,436.5,true,false,false
